customer_id,business_name,phone_number,national_id,county,business_type,signup_date,months_active,avg_monthly_orders,avg_order_value_kes,support_tickets_6m,late_deliveries_6m,pct_credit_orders,churned
DL-12011,Wairimu Mart,0718062614,33730606,Kisumu,General shop,2024-09-08,22,0.2,10930.0,1,1,1.0,0
DL-11008,Barasa Shop,0793050372,39112800,Machakos,General shop,2025-07-05,12,1.2,5330.0,3,0,0.07,0
DL-13972,Auma Traders,0776677830,19202295,Mombasa,Mini mart,2024-11-07,20,1.8,7210.0,2,1,0.24,0
DL-13171,Atieno Mini Mart,0732455308,19127589,Nairobi,Mini mart,2025-02-05,17,0.8,11980.0,0,0,0.0,0
DL-10456,Mwangi Duka,0752088977,31620362,Mombasa,Electronics,2025-01-06,18,1.6,5560.0,3,0,0.05,0
DL-13951,Kiprop Enterprises,0796628060,27565498,Kiambu,General shop,2024-03-12,28,1.6,10580.0,1,2,0.11,0
DL-14351,Barasa Mini Mart,0777971780,19693118,Meru,Electronics,2025-11-02,8,1.0,6020.0,2,2,0.38,0
DL-13788,Kiprop Shop,0790196863,17238810,Nairobi,General shop,2024-03-12,28,1.1,4080.0,2,0,0.15,0
DL-11041,Atieno Mini Mart,0739496566,15136532,Nairobi,General shop,2024-11-07,20,2.0,3900.0,2,3,0.33,0
DL-14259,Wairimu Shop,0785840861,22329843,Nakuru,Hardware,2025-06-05,13,1.0,2580.0,0,1,0.25,0
DL-14477,Kamau Stores,0727157489,22025350,Mombasa,General shop,2024-03-12,28,0.3,7480.0,3,0,0.0,0
DL-10853,Atieno Stores,0778605968,34753696,Nairobi,General shop,2025-01-06,18,0.2,3110.0,0,1,0.33,1
DL-10818,Otieno Enterprises,0799971901,18388559,Nairobi,Hardware,2025-04-06,15,1.1,6360.0,1,1,0.31,0
DL-10322,Kamau Supplies,0721064046,30072595,Machakos,Agrovet,2024-06-10,25,1.5,2840.0,5,3,0.0,0
DL-10922,Chebet Traders,0735466446,14520981,Nairobi,Agrovet,2023-10-14,33,1.1,6480.0,0,1,0.31,0
DL-11374,Atieno Enterprises,0780711451,28454046,Nakuru,General shop,2025-04-06,15,0.9,5450.0,2,2,0.0,0
DL-14580,Wairimu Shop,0723794244,14428547,Nakuru,Hardware,2025-12-02,7,0.1,53390.0,0,0,0.0,0
DL-11691,Wafula Stores,0731412324,30303941,Kisumu,General shop,2025-06-05,13,1.9,6200.0,4,5,0.17,1
DL-14421,Omondi Mart,0793982546,14599083,Kiambu,General shop,2026-01-31,5,0.8,4900.0,1,1,0.25,0
DL-14639,Atieno Mart,0783758948,19948068,Nairobi,Agrovet,2025-08-04,11,0.4,5400.0,0,0,0.75,0
DL-10529,Nyambura Mini Mart,0757161863,22455418,Nairobi,General shop,2024-12-07,19,1.0,6710.0,0,1,0.17,0
DL-12979,Kamau Mart,0726454012,30101019,Nairobi,General shop,2023-05-17,38,0.9,9320.0,1,1,0.27,0
DL-11863,Achieng Shop,0788635758,23262427,Nakuru,Mini mart,2025-09-03,10,0.8,8280.0,0,0,0.5,0
DL-13231,Chebet Duka,0738328548,24200227,Kiambu,Mini mart,2025-06-05,13,2.4,5380.0,3,4,0.79,0
DL-13028,Kamau Traders,0733182971,31275073,Mombasa,,2025-01-06,18,2.9,2390.0,7,5,0.03,1
DL-14299,Omondi Mart,0786823757,22227170,Nairobi,Agrovet,2025-09-03,10,0.6,6290.0,0,0,0.67,0
DL-13175,Omondi Mini Mart,0728014925,30255978,Nairobi,Hardware,2021-08-25,59,0.9,8410.0,1,1,0.18,0
DL-13937,Njeri Stores,0721745538,31944074,Nairobi,Pharmacy,2025-05-06,14,1.5,12000.0,2,3,0.44,0
DL-11767,Achieng Mart,0784556091,37173797,Nairobi,Hardware,2024-06-10,25,2.2,6240.0,1,1,0.27,0
DL-14709,Mwangi Stores,0718167177,11818472,Mombasa,Electronics,2024-11-07,20,1.1,2170.0,0,2,0.23,0
DL-14352,Auma Mart,0710277919,21419689,Uasin Gishu,General shop,2022-12-18,43,0.5,3900.0,1,0,0.33,0
DL-14902,Achieng Enterprises,0718330527,28148709,Uasin Gishu,Electronics,2025-06-05,13,0.4,3910.0,0,0,0.4,0
DL-10433,Wafula Mini Mart,0743986410,20657522,Kiambu,Pharmacy,2025-12-02,7,2.0,,1,2,0.21,0
DL-10261,Kiprop Shop,0744608693,24451046,Nakuru,General shop,2024-01-12,30,1.2,10500.0,1,1,0.07,0
DL-14079,Achieng Supplies,0732306779,19265600,Mombasa,General shop,2023-09-14,34,0.8,15510.0,1,1,0.1,0
DL-13524,Achieng Supplies,0765395070,26989355,Nairobi,General shop,2025-02-05,17,2.8,5260.0,7,7,0.18,1
DL-14542,Achieng Supplies,0782517292,11476264,Nairobi,Hardware,2026-05-01,2,4.5,5440.0,1,4,0.33,0
DL-10273,Achieng Duka,0742110251,35644491,Kisumu,General shop,2024-11-07,20,1.7,,1,3,0.15,1
DL-10209,Kamau Supplies,0728079077,20903216,Mombasa,General shop,2023-04-17,39,1.0,7730.0,0,1,0.75,0
DL-10024,Wafula Stores,0773551527,31631740,Nairobi,Pharmacy,2024-10-08,21,1.1,8670.0,0,3,0.62,1
DL-13428,Wafula Duka,0740254824,13954032,Kisumu,General shop,2025-01-06,18,1.0,7140.0,1,1,0.33,0
DL-10590,Kamau Shop,0739392485,18371771,Machakos,,2024-09-08,22,2.2,7080.0,3,1,0.35,0
DL-12886,Wanjiku Mart,0748773019,12827394,Kiambu,General shop,2024-07-10,24,0.8,3260.0,3,0,0.1,0
DL-14375,Chebet Mart,0728207777,22576692,Nakuru,General shop,2026-05-31,1,5.0,5030.0,0,1,0.0,1
DL-13815,Wairimu Duka,0771022001,18996926,Kiambu,General shop,2024-11-07,20,1.6,8590.0,1,1,0.26,0
DL-10236,Otieno Traders,0754064503,15434002,Kiambu,Mini mart,2023-09-14,34,0.6,5980.0,0,1,0.0,0
DL-10761,Mwangi Mini Mart,0759600546,11238445,Nakuru,Mini mart,2024-10-08,21,2.3,7740.0,0,3,0.43,0
DL-14328,Atieno Duka,0741690822,19323805,Kiambu,Pharmacy,2025-11-02,8,3.2,2440.0,6,5,0.23,1
DL-14692,Wafula Supplies,0739093453,25547266,Nairobi,Agrovet,2025-02-05,17,0.3,5010.0,0,0,0.0,0
DL-13454,Chebet Stores,0730756618,31820091,Kisumu,General shop,2026-01-31,5,3.0,5140.0,2,6,0.33,1
DL-13446,Atieno Shop,0751069441,18494660,Nairobi,Agrovet,2026-03-02,4,3.0,5150.0,3,3,0.17,0
DL-11173,Mwangi Traders,0799500882,26321649,Kisumu,Pharmacy,2025-04-06,15,0.6,6760.0,1,0,0.71,0
DL-12320,Chebet Mart,0724927086,25051841,Kisumu,General shop,2025-01-06,18,0.6,8170.0,1,0,0.43,0
DL-12617,Wairimu Enterprises,0754646464,27312913,Kisumu,Mini mart,2025-03-07,16,0.8,6550.0,2,0,0.8,0
DL-12577,Auma Duka,0763179157,25490948,Nairobi,Mini mart,2025-07-05,12,0.2,5220.0,2,0,0.0,0
DL-13741,Atieno Duka,0754973103,33023047,Nairobi,Electronics,2026-01-01,6,0.5,5870.0,1,3,0.33,1
DL-10241,Nyambura Enterprises,0782724541,26558431,Nakuru,General shop,2025-02-05,17,2.0,4740.0,4,4,0.21,1
DL-10800,Omondi Enterprises,0758480609,26861914,Nairobi,General shop,2025-05-06,14,0.1,5420.0,0,0,0.0,0
DL-11126,Wanjiku Enterprises,0727655861,30897368,Kisumu,General shop,2026-01-31,5,0.6,3680.0,0,0,0.0,0
DL-12980,Wanjiku Supplies,0759885489,30141810,Uasin Gishu,Pharmacy,2025-07-05,12,1.8,3410.0,1,1,0.24,0
DL-11386,Njeri Duka,0763753616,17845566,Mombasa,Pharmacy,2025-05-06,14,1.5,,3,3,0.28,1
DL-10884,Wanjiku Duka,0787419677,39267029,Nairobi,Pharmacy,2024-10-08,21,1.1,9730.0,2,0,0.62,0
DL-11675,Nyambura Mini Mart,0795860282,19804380,Mombasa,Hardware,2024-05-11,26,1.2,8620.0,0,1,0.2,0
DL-10033,Chebet Stores,0716917579,33360050,Kiambu,Mini mart,2024-01-12,30,0.8,4320.0,0,0,0.33,0
DL-10967,Chebet Traders,0736316351,30258418,Kisumu,General shop,2024-11-07,20,0.1,2370.0,0,0,0.0,0
DL-11344,Barasa Stores,0762479583,29042905,Kiambu,Hardware,2026-01-01,6,5.2,8020.0,1,2,0.65,0
DL-10715,Auma Traders,0711416745,12941299,Kiambu,Mini mart,2025-11-02,8,1.4,3990.0,0,1,0.18,0
DL-10671,Wafula Mini Mart,0747181331,36671894,Kiambu,Electronics,2024-08-09,23,0.9,6840.0,1,1,0.45,1
DL-11543,Omondi Supplies,0759148335,35149984,Nakuru,General shop,2024-03-12,28,0.5,2790.0,1,0,0.67,0
